Ticker,Ticker,Name,Name,YahooSymbol,YahooSymbol,ISIN,ISIN,cycle,cycle,ScoreMarketRegime,ScoreMarketRegime,ScoreAssetClass,ScoreAssetClass,ScoreRiskMult,ScoreRiskMult,ScoreMarketTrend200,ScoreMarketTrend200,ScoreError,ScoreError,score,confidence,trend200,trend_ok,dollar_volume,liquidity_ok,ScoreStatus,IsCrypto
PKX,VZLA.TO,POSCO HOL.ADR,VIZSLA SILVER,PKX,VZLA.TO,US6934831099,CA92859G6085,0.0,5.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,6.39,25.9,-0.17630435150892787,False,7192988.964698696,True,OK,False
PPTA,NDA.DE,Perpetua Resources,AURUBIS AG,PPTA,NDA.DE,CA7142661031,DE0006766504,0.0,54.1,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,29.59,61.8,0.42963083735574314,True,33622671.379766844,True,OK,False
SLVR.V,SGM.AX,SILVER TIGER,Sims Limited,SLVR.V,SGM.AX,CA82831T1093,AU000000SGM7,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.28,56.3,0.2500351136977714,True,14820785.441359997,True,OK,False
SOLB.BR,TOM.OL,SOLVAY S.A. A,Tomra Systems ASA,SOLB.BR,TOM.OL,BE0003470755,NO0005668905,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,14.8,42.1,-0.25203016693106317,False,171093081.60000002,True,OK,False
VALE,UMI.BR,VALE S.A.,UMICORE,VALE,UMI.BR,BRVALEACNOR0,BE0974320526,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,23.56,49.5,0.3524961743909596,True,10879759.46577301,True,OK,False
VZLA.TO,INGR,VIZSLA SILVER,INGREDION INC,VZLA.TO,INGR,CA92859G6085,US4571871023,0.0,29.1,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,24.8,47.5,-0.06687267401285857,False,71230052.916391,True,OK,False
WPM.TO,KO,WHEATON PREC.,Coca-Cola,WPM.TO,KO,CA9628791027,US1912161007,0.0,63.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,31.12,55.3,0.10057200897141794,True,1075125505.8808897,True,OK,False
NDA.DE,LC0A.MU,AURUBIS AG,LUCKIN COFFEE,NDA.DE,LC0A.MU,DE0006766504,US54951L1098,0.0,90.2,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,22.88,55.0,-0.09697810332985934,False,2135.0,False,OK,False
SGM.AX,NESN.SW,Sims Limited,NESTLE NAM.,SGM.AX,NESN.SW,AU000000SGM7,CH0038863350,,95.7,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,24.29,48.0,0.0385108094984441,True,278746952.22377014,True,OK,False
TOM.OL,PEP,Tomra Systems ASA,PepsiCo,TOM.OL,PEP,NO0005668905,US7134481081,,78.4,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,28.48,49.9,0.05068251966924353,True,887113508.6374999,True,OK,False
UMI.BR,PG,UMICORE,Procter & Gamble,UMI.BR,PG,BE0974320526,US7427181091,0.0,86.3,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,26.32,55.6,-0.008817626787743227,False,1257070097.905999,True,OK,False
CPB,PM,CAMPBELLS CO.,PHILIP MORRIS INTERNATIONAL INC,CPB,PM,US1344291091,US7181721090,0.0,57.4,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,24.2,49.7,0.05963624359421593,True,787755237.5901673,True,OK,False
INGR,MC.PA,INGREDION INC,LVMH EO,INGR,MC.PA,US4571871023,FR0000121014,0.0,46.6,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.05,49.6,-0.11262526245558746,False,261175968.2482361,True,OK,False
KO,MNSO,Coca-Cola,MINISO GRP ADS,KO,MNSO,US1912161007,US66981J1025,0.0,60.9,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,17.1,42.3,-0.23907097847049397,False,5780496.4140625,True,OK,False
LC0A.MU,NKE,LUCKIN COFFEE,NIKE INC. B,LC0A.MU,NKE,US54951L1098,US6541061031,0.0,61.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,12.89,38.2,-0.29300093891192724,False,861753604.5316045,True,OK,False
NESN.SW,RACE,NESTLE NAM.,Ferrari N.V.,NESN.SW,RACE,CH0038863350,NL0011585146,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,21.0,42.3,-0.13129802365547616,False,185600147.853891,True,OK,False
PEP,RI.PA,PepsiCo,PERNOD RICARD,PEP,RI.PA,US7134481081,FR0000120693,0.0,100.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,12.65,33.8,-0.19569643908378986,False,45809091.11366387,True,OK,False
PG,UAA,Procter & Gamble,UNDER ARMOUR,PG,UAA,US7427181091,US9043111072,0.0,51.3,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,6.43,27.0,0.13999247993614494,True,40826252.616465114,True,OK,False
PM,BAYN.DE,PHILIP MORRIS INTERNATIONAL INC,BAYER AG,PM,BAYN.DE,US7181721090,DE000BAY0017,0.0,6.7,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,14.38,41.2,0.08000641640865025,True,89775934.25078888,True,OK,False
MC.PA,CNC,LVMH EO,CENTENE CORP.,MC.PA,CNC,FR0000121014,US15135B1017,0.0,16.9,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,15.64,45.1,0.4804613244916034,True,375934462.6407287,True,OK,False
MNSO,FME.DE,MINISO GRP ADS,FRESEN.MED.CARE,MNSO,FME.DE,US66981J1025,DE0005785802,0.0,93.6,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,11.7,40.0,-0.09225395600974728,False,32375546.638965607,True,OK,False
NKE,INCY,NIKE INC. B,INCYTE CORP,NKE,INCY,US6541061031,US45337C1027,0.0,14.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,30.93,58.5,0.043185881310268126,True,135478600.18728334,True,OK,False
RACE,JNJ,Ferrari N.V.,Johnson & Johnson,RACE,JNJ,NL0011585146,US4781601046,,76.2,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,34.34,62.6,0.0736147400130649,True,1671713921.179181,True,OK,False
RI.PA,NOVO-B.CO,PERNOD RICARD,NOVO-NORDISK,RI.PA,NOVO-B.CO,FR0000120693,DK0062498333,0.0,31.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.84,42.6,-0.06179585336456572,False,1744244688.105011,True,OK,False
UAA,OGN,UNDER ARMOUR,ORGANON + CO.,UAA,OGN,US9043111072,US68622V1061,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,20.47,44.4,0.5634996085248039,True,231381688.83843422,True,OK,False
BAYN.DE,PFE,BAYER AG,PFIZER INC.,BAYN.DE,PFE,DE000BAY0017,US7170811035,0.0,100.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.53,45.0,0.020540704143115596,True,912744011.1623943,True,OK,False
CNC,TEM,CENTENE CORP.,Tempus AI,CNC,TEM,US15135B1017,US88023B1035,0.0,31.3,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,8.76,34.8,-0.2800483637485751,False,295823050.6453039,True,OK,False
FME.DE,UNH,FRESEN.MED.CARE,UNITEDHEALTH,FME.DE,UNH,DE0005785802,US91324P1021,0.0,26.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,20.45,50.2,0.18972060809055402,True,2992910335.950531,True,OK,False
INCY,AAPL,INCYTE CORP,Apple Inc.,INCY,AAPL,US45337C1027,US0378331005,0.0,84.3,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,34.01,57.6,0.14081499308814727,True,13796788045.49287,True,OK,False
JNJ,CDNL,Johnson & Johnson,Cardinal Infrastructure,JNJ,CDNL,US4781601046,US14154A1025,0.0,50.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,21.35,43.2,,False,20894006.083924484,True,OK,False
NOVO-B.CO,LUMN,NOVO-NORDISK,LUMEN TECHN.,NOVO-B.CO,LUMN,DK0062498333,US5502411037,0.0,49.3,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,11.03,28.2,0.1677018703485238,True,113145213.9121829,True,OK,False
OGN,TTK.DE,ORGANON + CO.,TAKKT AG,OGN,TTK.DE,US68622V1061,DE0007446007,0.0,86.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,5.82,31.8,-0.3338642228443599,False,51226.903064596656,False,OK,False
PFE,MBLY,PFIZER INC.,Mobileye Global,PFE,MBLY,US7170811035,US60741F1049,0.0,44.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,6.75,40.7,-0.20265983613815652,False,58066414.836781025,True,OK,False
TEM,STLA,Tempus AI,Stellantis N.V.,TEM,STLA,US88023B1035,NL00150001Q9,0.0,15.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,6.89,35.1,-0.18044430003769918,False,134605097.24717414,True,OK,False
UNH,TSLA,UNITEDHEALTH,Tesla,UNH,TSLA,US91324P1021,US88160R1014,0.0,35.8,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,18.25,54.4,0.057761797721061825,True,26566002918.483215,True,OK,False
AAPL,VOW3.DE,Apple Inc.,Volkswagen AG Vz.,AAPL,VOW3.DE,US0378331005,DE0007664039,0.0,57.2,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.29,40.9,-0.08712580170361273,False,72615049.91662903,True,OK,False
ASTS,NFLX,"AST SpaceMobile, Inc.",NETFLIX INC.,ASTS,NFLX,US00217D1000,US64110L1061,0.0,93.9,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.26,50.2,-0.1523279874433271,False,3700835832.8774686,True,OK,False
CDNL,SPOT,Cardinal Infrastructure,SPOTIFY TECH.,CDNL,SPOT,US14154A1025,LU1778762911,0.0,76.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,19.58,50.1,-0.27367126977488276,False,982439379.9874054,True,OK,False
LUMN,TME,LUMEN TECHN.,TENCENT MUSIC ENTERTAINMENT GROUP,LUMN,TME,US5502411037,US88034P1093,0.0,84.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,17.74,51.0,-0.46978710606460006,False,75945490.29897308,True,OK,False
TTK.DE,PL,TAKKT AG,Planet Labs PBC,TTK.DE,PL,DE0007446007,US72703X1063,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,24.2,53.5,0.9780136570373643,True,383917082.6580017,True,OK,False
MBLY,RCAT,Mobileye Global,Red Cat Holdings,MBLY,RCAT,US60741F1049,US75644T1007,0.0,13.2,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,12.11,39.7,-0.10062130950598847,False,94920480.36444168,True,OK,False
STLA,RHM.DE,Stellantis N.V.,Rheinmetall AG,STLA,RHM.DE,NL00150001Q9,DE0007030009,0.0,18.7,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,28.77,48.2,-0.27197385678223485,False,319295094.17904663,True,OK,False
TSLA,RKLB,Tesla,"Rocket Lab USA, Inc.",TSLA,RKLB,US88160R1014,US7731211089,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,22.85,49.7,0.5581534882026544,True,2223764955.4877853,True,OK,False
VOW3.DE,ADA-USD,Volkswagen AG Vz.,Cardano,VOW3.DE,ADA-USD,DE0007664039,,0.0,0.0,bull,bear,stock,crypto,,,0.09836502619881626,-0.040666856559863795,,,0.0,42.7,-0.2522070239809405,False,110594002.56486356,True,AVOID_CRYPTO_BEAR,True
NFLX,ALV.DE,NETFLIX INC.,ALLIANZ SE,NFLX,ALV.DE,US64110L1061,DE0008404005,0.0,58.7,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,27.81,42.7,0.048890638619551785,True,230241252.81526336,True,OK,False
SPOT,BLK,SPOTIFY TECH.,BLACKROCK INC,SPOT,BLK,LU1778762911,US09247X1019,0.0,28.1,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,28.64,61.1,0.005524179503572757,True,684590721.6250305,True,OK,False
TME,BTC-USD,TENCENT MUSIC ENTERTAINMENT GROUP,Bitcoin,TME,BTC-USD,US88034P1093,,0.0,0.0,bull,bear,stock,crypto,,,0.09836502619881626,-0.040666856559863795,,,1.4,59.7,-0.040666856559863795,False,2761641947740203.0,True,OK,True
PL,CME,Planet Labs PBC,CME Group Inc.,PL,CME,US72703X1063,US12572Q1058,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.51,50.9,0.018815711247056832,True,616808995.3722168,True,OK,False
RCAT,COIN,Red Cat Holdings,COINBASE GLB.,RCAT,COIN,US75644T1007,US19260Q1076,0.0,34.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,23.21,59.5,-0.26500059641689355,False,1845148794.0060234,True,OK,False
RHM.DE,DB1.DE,Rheinmetall AG,DEUTSCHE BOERSE AG,RHM.DE,DB1.DE,DE0007030009,DE0005140008,0.0,59.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.46,63.1,0.04401753911631068,True,107228203.77218017,True,OK,False
RKLB,ETH-USD,"Rocket Lab USA, Inc.",Ethereum,RKLB,ETH-USD,US7731211089,,0.0,0.0,bull,bear,stock,crypto,,,0.09836502619881626,-0.040666856559863795,,,0.0,49.9,-0.15028842932193953,False,37657810679376.82,True,AVOID_CRYPTO_BEAR,True
ADA-USD,FIGR,Cardano,Figure Technology Solutions,ADA-USD,FIGR,,US3493811034,,3.2,bear,bull,crypto,stock,,,-0.040666856559863795,0.09836502619881626,,,17.26,38.3,,False,126733709.13644485,True,OK,False
ALV.DE,ICE,ALLIANZ SE,"Intercontinental Exchange, Inc.",ALV.DE,ICE,DE0008404005,US45866F1049,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,23.45,50.6,-0.04617452225599672,False,478140223.6532593,True,OK,False
BLK,MA,BLACKROCK INC,MASTERCARD INC,BLK,MA,US09247X1019,US57636Q1040,0.0,58.4,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,28.43,56.1,-0.0931996906610526,False,1752912973.6593933,True,OK,False
BTC-USD,NRDS,Bitcoin,NERDWALLET INC,BTC-USD,NRDS,,US64082B1026,,18.1,bear,bull,crypto,stock,,,-0.040666856559863795,0.09836502619881626,,,17.26,44.1,-0.19536786919210003,False,5873676.307502461,True,OK,False
CME,PGY,CME Group Inc.,Pagaya Technologies Ltd.,CME,PGY,US12572Q1058,IL0011858912,,0.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,9.64,32.3,-0.3673380273163762,False,55364184.61898804,True,OK,False
COIN,PYPL,COINBASE GLB.,PAYPAL HDGS,COIN,PYPL,US19260Q1076,US70450Y1038,0.0,29.5,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,19.34,59.3,-0.21551309695700105,False,629706492.2132378,True,OK,False
DB1.DE,SOL-EUR,DEUTSCHE BOERSE AG,SOLANA (KRYPTO),DB1.DE,SOL-EUR,DE0005140008,,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.67,41.4,-0.2358339782341089,False,258756553565.13748,True,OK,True
ETH-USD,V,Ethereum,Visa Inc.,ETH-USD,V,,US92826C8394,,0.0,bear,bull,crypto,stock,,,-0.040666856559863795,0.09836502619881626,,,25.56,53.1,-0.036920302872859634,False,2249823023.9014707,True,OK,False
FIGR,XRP-EUR,Figure Technology Solutions,XRP (KRYPTO),FIGR,XRP-EUR,US3493811034,,0.0,29.1,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,6.09,33.1,-0.22208629679182557,False,2070709753.1381972,True,OK,True
ICE,XYZ,"Intercontinental Exchange, Inc.",BLOCK INC. A,ICE,XYZ,US45866F1049,US8522341036,,35.8,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,21.26,48.5,0.0978566629708717,True,379163741.2596588,True,OK,False
MA,ACB.TO,MASTERCARD INC,Aurora Cannabis,MA,ACB.TO,US57636Q1040,CA05156X8504,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,14.82,32.3,-0.22749334370428054,False,2546272.310603285,False,OK,False
NRDS,DOGE-EUR,NERDWALLET INC,DOGECOIN (KRYPTO),NRDS,DOGE-EUR,US64082B1026,,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.64,35.3,-0.13832572947522315,False,139548809.46933368,True,OK,True
PGY,QBTS,Pagaya Technologies Ltd.,D-Wave Quantum Inc.,PGY,QBTS,IL0011858912,US26740W1099,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,17.14,38.0,-0.04069889024403328,False,744329561.2786331,True,OK,False
PYPL,QS,PAYPAL HDGS,QUANTUMSCAPE A,PYPL,QS,US70450Y1038,US74767V1098,0.0,60.4,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,4.58,35.5,-0.28537447056699006,False,182608367.5811783,True,OK,False
SOL-EUR,RGTI,SOLANA (KRYPTO),"Rigetti Computing, Inc.",SOL-EUR,RGTI,,US76655K1034,,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,15.66,37.5,-0.2148297553364844,False,564795537.3828465,True,OK,False
V,RIGD.IL,Visa Inc.,RELIANCE INDS,V,RIGD.IL,US92826C8394,US7594701077,,100.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,20.06,45.8,-0.046513552677873715,False,5900174.775,True,OK,False
XRP-EUR,SMX,XRP (KRYPTO),SMX (Security Matters) Public,XRP-EUR,SMX,,IE000B5COQZ5,0.0,53.8,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,0.0,32.5,-0.992688278926324,False,6035340.434363747,True,AVOID,False
XYZ,6506.T,BLOCK INC. A,YASKAWA ELECTRIC CORPORATION,XYZ,6506.T,US8522341036,JP3932000007,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.95,57.8,0.43023141638798923,True,30268296960.0,True,OK,False
ACB.TO,DIS,Aurora Cannabis,THE WALT DISNEY COMPANY,ACB.TO,DIS,CA05156X8504,US2546871060,,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,25.13,51.7,-0.004111526952685796,False,931352444.3998237,True,OK,False
DOGE-EUR,TEAM,DOGECOIN (KRYPTO),ATLASSIAN CORP.,DOGE-EUR,TEAM,,US0494681010,,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,15.74,38.1,-0.34147834211122774,False,851386734.580696,True,OK,False
QBTS,UBER,D-Wave Quantum Inc.,UBER TECH. DL,QBTS,UBER,US26740W1099,US90353T1007,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,23.05,52.2,-0.10411659566062226,False,1235649038.0843842,True,OK,False
QS,NOW,QUANTUMSCAPE A,SERVICENOW INC.,QS,NOW,US74767V1098,US81762P1021,0.0,0.0,bull,bull,stock,stock,,,0.09836502619881626,0.09836502619881626,,,16.42,46.6,-0.3847213156743037,False,2494559039.5334444,True,OK,False
RGTI,,"Rigetti Computing, Inc.",,RGTI,,US76655K1034,,0.0,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
RIGD.IL,,RELIANCE INDS,,RIGD.IL,,US7594701077,,0.0,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
SMX,,SMX (Security Matters) Public,,SMX,,IE000B5COQZ5,,0.0,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
6506.T,,YASKAWA ELECTRIC CORPORATION,,6506.T,,JP3932000007,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
DIS,,THE WALT DISNEY COMPANY,,DIS,,US2546871060,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
TEAM,,ATLASSIAN CORP.,,TEAM,,US0494681010,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
UBER,,UBER TECH. DL,,UBER,,US90353T1007,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
NOW,,SERVICENOW INC.,,NOW,,US81762P1021,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
ILMN,,ILLUMINA INC.,,ILMN,,US4523271090,,,,bull,,stock,,,,0.09836502619881626,,,,,,,,,,AVOID,False
,8035.T,,Tokyo Electron Limited,,8035.T,,JP3571400005,,0.0,,bull,,stock,,,,0.09836502619881626,,,26.01,64.7,0.5582005527582863,True,177174618000.0,True,OK,False
,PLTR,,PALANTIR TECHN.,,PLTR,,US69608A1088,,30.5,,bull,,stock,,,,0.09836502619881626,,,27.43,62.1,-0.17289916894740243,False,6235966526.678879,True,OK,False
,NEE,,"NextEra Energy, Inc.",,NEE,,US65339F1012,,0.0,,bull,,stock,,,,0.09836502619881626,,,27.48,51.4,0.12381287913309502,True,821018457.0698501,True,OK,False
,UEC,,URANIUM ENERGY CORP,,UEC,,US9168961038,,15.0,,bull,,stock,,,,0.09836502619881626,,,11.5,35.0,0.12423063259685185,True,130784984.19851542,True,OK,False
,YCA.L,,YELLOW CAKE PLC,,YCA.L,,JE00BF50RG45,,8.2,,bull,,stock,,,,0.09836502619881626,,,13.94,44.2,0.02302325161269092,True,605864272.25,True,OK,False
,WPM.TO,,WHEATON PREC.,,WPM.TO,,CA9628791027,,38.5,,bull,,stock,,,,0.09836502619881626,,,39.28,58.3,0.12028131465417857,True,127024773.42352295,True,OK,False
,CPB,,CAMPBELLS CO.,,CPB,,US1344291091,,100.0,,bull,,stock,,,,0.09836502619881626,,,11.12,35.4,-0.22814860758244793,False,149541366.72479552,True,OK,False
,ASTS,,"AST SpaceMobile, Inc.",,ASTS,,US00217D1000,,0.0,,bull,,stock,,,,0.09836502619881626,,,14.08,38.9,-0.06765646855441654,False,1247407170.8118806,True,OK,False
,ILMN,,ILLUMINA INC.,,ILMN,,US4523271090,,0.0,,bull,,stock,,,,0.09836502619881626,,,24.61,54.1,0.17655108133039144,True,201805432.44608003,True,OK,False
