date,symbol,name,score,opportunity,risk,confidence,confidence_label,rs3m,trend200,liquidity_risk,volatility,drawdown,roe,growth,margin,debt_ratio,close,currency,sector,market_regime_stock,market_regime_crypto,market_trend200_stock,market_trend200_crypto,run_id,universe_version,config_version
2026-02-10,JNJ,Johnson & Johnson,51.77,,,,,0.250877,0.315941,,0.012017,0.127251,35.56,9.1,28.46,57.766,238.31,USD,Pharma 🧪,bull,bear,0.074825,-0.325032,,,
2026-02-10,PG,Procter & Gamble,43.08,,,,,0.055386,0.048717,,0.011912,0.20102,31.56,1.5,19.3,68.719,159.07,USD,Konsum 🧼,bull,bear,0.074825,-0.325032,,,
2026-02-10,ABT,Abbott Laboratories,51.26,,,,,-0.141044,-0.117915,,0.014688,0.229497,13.16,4.4,14.72,25.31,112.33,USD,Pharma 🧪,bull,bear,0.074825,-0.325032,,,
2026-02-10,PEP,PepsiCo,34.92,,,,,0.144901,0.187606,,0.014396,0.17792,42.85,5.6,8.77,258.081,166.97,USD,Konsum 🥨,bull,bear,0.074825,-0.325032,,,
2026-02-10,HMY,Harmony Gold Mining Company,59.63,,,,,0.26173,0.244786,,0.04031,0.306393,32.52,22.7,19.46,4.925,21.28,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,RHM.DE,Rheinmetall AG,103.57,,,,,-0.080808,-0.061458,,0.032788,0.274327,22.42,13.3,7.64,47.166,1629.0,EUR,,bull,bear,0.074825,-0.325032,,,
2026-02-10,STLA,Stellantis N.V.,38.02,,,,,-0.304574,-0.258206,,0.036559,0.442498,-3.06,-12.7,-1.64,55.559,7.47,USD,Konsum 🥨,bull,bear,0.074825,-0.325032,,,
2026-02-10,SMX,SMX (Security Matters) Public,5.08,,,,,8.418386,-0.887642,,0.386803,0.999071,-210.65,0.0,0.0,50.074,16.07,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,DVLT,Datavault AI Inc.,27.34,,,,,-0.597277,-0.286883,,0.130133,0.847953,-165.72,147.8,0.0,29.069,0.74,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,PGY,Pagaya Technologies Ltd.,49.08,,,,,-0.475045,-0.451185,,0.056866,0.687743,-36.31,36.1,-15.32,141.786,13.68,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,MELI,MercadoLibre Inc.,46.42,,,,,-0.07405,-0.11181,,0.024471,0.273137,40.65,39.5,7.93,159.296,2025.32,USD,Konsum 🥨,bull,bear,0.074825,-0.325032,,,
2026-02-10,US88160R1014,Tesla,-0.12,,,,,-0.044589,0.109739,,0.039025,0.384679,4.93,-3.1,4.0,17.763,425.21,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,US14154A1025,Cardinal Infrastructure,27.87,,,,,,,,0.045983,0.256998,0.0,60.2,6.11,230.784,25.5,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,US75644T1007,Red Cat Holdings,40.85,,,,,0.325359,0.346532,,0.074002,0.60078,0.0,646.4,0.0,8.852,12.62,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,US81764X1037,ServiceTitan,34.7,,,,,-0.348507,-0.377743,,0.031055,0.526243,-16.86,25.0,-23.91,10.505,64.66,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,US0381692070,Applied Digital,32.92,,,,,0.174613,0.822339,,0.081849,0.676995,-7.9,250.1,-47.35,125.912,37.46,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,US60741F1049,Mobileye Global,40.99,,,,,-0.289115,-0.316165,,0.035916,0.559748,-3.27,-9.0,-20.7,0.564,9.4,USD,Tech 💻,bull,bear,0.074825,-0.325032,,,
2026-02-10,US3493811034,Figure Technology Solutions,41.97,,,,,0.028356,,,0.066184,0.474225,0.0,54.8,32.46,68.77,38.86,USD,Finanzen 🏦,bull,bear,0.074825,-0.325032,,,
2026-02-10,US3795772082,Globus Medical,46.86,,,,,0.022782,0.286428,,0.033843,0.388306,10.01,22.9,15.3,2.731,88.7,USD,Pharma 🧪,bull,bear,0.074825,-0.325032,,,
2026-02-10,US88023B1035,Tempus AI,18.74,,,,,-0.253671,-0.20283,,0.052949,0.583743,-72.61,84.7,-18.45,263.048,55.88,USD,Pharma 🧪,bull,bear,0.074825,-0.325032,,,
2026-02-10,CA7142661031,Perpetua Resources,35.55,,,,,0.293093,0.440448,,0.052894,0.331391,-14.54,0.0,0.0,0.009,29.58,USD,Edelmetalle ⛏️,bull,bear,0.074825,-0.325032,,,
2026-02-10,AAPL,Apple Inc.,50.76,,,,,-0.013205,0.146175,,0.02006,0.302226,152.02,15.7,27.04,102.63,273.68,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,BTC-USD,Bitcoin,21.4,,,,,0.001782,-0.323415,,0.024052,0.497388,0.0,0.0,0.0,100.0,68889.69,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,ETH-USD,Ethereum,22.38,,,,,-0.134677,-0.438729,,0.040835,0.622945,0.0,0.0,0.0,100.0,2015.1,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-10,ADA-USD,Cardano,20.66,,,,,-0.183627,-0.561124,,0.058732,0.783192,0.0,0.0,0.0,100.0,0.26,USD,,bull,bear,0.074825,-0.325032,,,
2026-02-11,ABBN.SW,ABB LTD. NA,38.79,,,,,0.151397,0.262289,,0.017517,0.245656,29.33,5.4,14.25,55.485,68.62,CHF,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA00831V2057,AFTERMATH SILVER,10.18,,,,,0.53343,0.326924,,0.056966,0.404916,-39.66,0.0,0.0,100.0,0.78,USD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA0084741085,AGNICO EAGLE,114.13,,,,,0.281192,0.407553,,0.025512,0.163594,15.67,41.9,32.62,1.427,211.89,USD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA0115321089,ALAMOS GOLD,65.65,,,,,0.311269,0.394656,,0.028476,0.210164,14.27,28.1,33.46,6.831,61.26,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,ALB,ALBEMARLE CORP.,25.03,,,,,0.705179,0.738644,,0.039856,0.389918,0.21,-3.5,-0.43,36.655,168.56,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,ALV.DE,ALLIANZ SE,48.96,,,,,0.033644,0.048701,,0.013352,0.12029,17.98,5.8,10.08,100.0,377.4,EUR,Finanzen,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,GOOGL,ALPHABET INC.A,66.29,,,,,0.108738,0.325076,,0.019489,0.221733,35.71,18.0,32.81,16.133,318.58,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,AMZN,AMAZON.COM,58.5,,,,,-0.187796,-0.073715,,0.022192,0.281148,22.29,13.6,10.83,43.435,206.96,USD,E-Commerce,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,ASML,ASML HOLDING,57.06,,,,,0.357309,0.517884,,0.026038,0.233748,50.46,4.9,29.42,13.813,1413.62,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,NDA.DE,AURUBIS AG,25.03,,,,,0.477079,0.604455,,0.019977,0.216572,11.9,25.3,3.14,10.073,168.7,EUR,Recycling,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,BMG0670A1099,AUTOSTORE HOLDINGS,36.8,,,,,0.037249,0.360397,,0.04357,0.611529,5.71,-3.6,15.48,35.222,11.79,NOK,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA0539061030,AVINO SILVER,85.52,,,,,1.177694,1.115901,,0.052108,0.362144,14.34,44.0,24.72,2.563,14.07,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA11777Q2099,B2GOLD CORP.,56.8,,,,,0.297031,0.326881,,0.030516,0.355769,7.23,74.7,8.75,18.916,7.61,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA06849F1080,BARRICK MINING,70.9,,,,,0.274775,0.488109,,0.025593,0.163234,20.68,64.5,29.45,14.509,63.74,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,BAYN.DE,BAYER AG,35.5,,,,,0.707037,0.540251,,0.023997,0.216737,-0.57,-3.1,-0.43,133.457,46.17,EUR,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,BTC-USD,BITCOIN (KRYPTO),21.04,,,,,-0.017452,-0.349307,,0.024431,0.500247,0.0,0.0,0.0,100.0,56740.37,EUR,Kryptowährungen 🪙,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US8522341036,BLOCK INC. A,54.13,,,,,-0.159092,-0.158459,,0.033957,0.447977,14.69,2.3,13.08,36.049,57.3,USD,Fintech,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CCJ,CAMECO CORP.,14.62,,,,,0.247892,0.435931,,0.033619,0.264193,8.1,-14.7,15.18,14.854,118.09,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US1344291091,CAMPBELLS CO.,37.47,,,,,-0.071998,-0.046473,,0.017902,0.353429,14.82,-3.4,5.69,184.567,29.15,USD,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US15135B1017,CENTENE CORP.,29.63,,,,,0.02001,-0.021884,,0.037779,0.607871,-28.68,23.1,-3.79,86.762,39.61,USD,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CGNX,COGNEX CORP.,64.58,,,,,0.07766,0.148968,,0.031378,0.411251,7.21,18.0,11.33,5.298,43.58,USD,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US19260Q1076,COINBASE GLB.,60.65,,,,,-0.508885,-0.440478,,0.0467,0.651913,26.0,58.9,43.66,48.559,162.51,USD,Krypto-Infrastruktur 🪙,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CNE100006WS8,CONT.AMPEREX (CATL),59.04,,,,,-0.100007,,,0.024816,0.238329,22.14,12.9,16.52,37.135,507.0,HKD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,DE0005140008,DEUTSCHE BANK,55.08,,,,,-0.039788,-0.136162,,0.014684,0.295041,19.48,4.2,27.59,54.664,209.7,EUR,Finanzen,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA2546771072,DISCOVERY SILVER,60.96,,,,,0.560367,0.872318,,0.049771,0.242991,11.07,0.0,9.5,100.0,10.08,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA2568277834,DOLLY VARDEN,35.06,,,,,0.077867,0.188645,,0.039333,0.302174,-26.19,0.0,0.0,100.0,6.53,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA29258Y1034,ENDEAVOUR SILVER,56.52,,,,,0.455023,0.67764,,0.049144,0.367376,-20.46,167.3,-27.97,31.741,16.46,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA29446Y5020,EQUINOX GOLD,51.2,,,,,0.22391,0.543598,,0.033427,0.232742,1.41,91.2,2.71,34.774,21.52,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,ETH-USD,ETHEREUM (KRYPTO),22.02,,,,,-0.146888,-0.459016,,0.041261,0.624615,0.0,0.0,0.0,100.0,1663.3,EUR,Kryptowährungen 🪙,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,FANUY,FANUC CORP.,21.99,,,,,0.306628,0.412826,,0.024641,0.266136,9.37,9.5,19.35,100.0,22.17,USD,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA32076V1031,FIRST MAJESTIC,100.1,,,,,0.903759,0.962577,,0.043608,0.3013,4.21,95.1,7.07,7.886,32.26,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,FSLR,FIRST SOLAR INC,63.96,,,,,-0.189255,0.08015,,0.040255,0.266378,16.86,79.7,27.73,9.893,226.24,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US34379V1035,FLUENCE ENER.,-6.63,,,,,-0.12115,0.43567,,0.069937,0.509511,-14.46,154.4,-2.04,82.778,18.99,USD,Experimente,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,FCX,FREEPORT-MCMORAN,41.99,,,,,0.558438,0.421135,,0.032016,0.322251,13.95,-1.5,8.51,33.768,63.26,USD,Fundament,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,DE0005785802,FRESEN.MED.CARE,10.02,,,,,-0.012915,0.046668,,0.005283,0.071835,0.0,0.0,-80.39,72.403,11.54,USD,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,GB00B2QPKJ12,FRESNILLO PLC,96.25,,,,,0.610452,0.738874,,0.031058,0.208524,13.85,30.1,11.56,20.456,3800.0,GBp,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA38171A2092,GOLIATH RES,23.7,,,,,-0.139642,0.007701,,0.048508,0.483271,-164.74,0.0,0.0,100.0,2.47,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US4227041062,HECLA MNG,46.52,,,,,0.621545,0.912828,,0.045155,0.330085,8.88,67.1,16.27,11.711,22.98,USD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US45337C1027,INCYTE DL,57.57,,,,,-0.090524,0.177795,,0.022389,0.258468,30.39,20.0,24.7,0.887,100.05,USD,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,IFX.DE,INFINEON TECH.,53.43,,,,,0.229139,0.203429,,0.023262,0.367909,5.71,7.0,6.88,41.673,42.87,EUR,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US4571871023,INGREDION INC,50.62,,,,,0.067924,-0.029237,,0.011911,0.239389,18.1,-2.4,10.1,41.609,118.72,USD,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US47215P1066,JD.COM ADR,54.31,,,,,-0.14278,-0.110152,,0.023744,0.377894,11.72,14.9,2.47,36.821,28.35,USD,E-Commerce,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,JP3236200006,KEYENCE CORP.,36.13,,,,,-0.018056,-0.013331,,0.02008,0.219456,0.0,0.0,0.0,100.0,56630.0,JPY,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US5006311063,KOREA EL. PWR ADR 1/2,106.73,,,,,0.335024,0.440758,,0.031709,0.15587,19.12,5.6,8.47,279.916,20.9,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US54951L1098,LUCKIN COFFEE,66.29,,,,,-0.045236,0.019168,,0.031643,0.269586,27.39,50.2,8.48,41.484,37.1,USD,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US5502411037,LUMEN TECHN.,11.3,,,,,-0.295026,0.257516,,0.052399,0.473373,0.0,-8.7,-14.02,100.0,7.78,USD,Medien & Digitales 📱,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,FR0000121014,LVMH EO,46.85,,,,,-0.156853,0.002711,,0.020012,0.376986,16.24,-4.7,13.46,53.342,537.7,EUR,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA5589221004,MAGMA SILVER,10.42,,,,,0.432097,0.53685,,0.085641,0.653061,-2465.46,0.0,0.0,100.0,0.33,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US57636Q1040,MASTERCARD INC,55.93,,,,,-0.054078,-0.039872,,0.014685,0.167254,209.91,17.6,45.65,245.288,540.39,USD,Finanzen,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,MSFT,MICROSOFT DL,74.08,,,,,-0.201182,-0.149974,,0.016606,0.272406,34.39,16.7,39.04,31.539,413.27,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US66981J1025,MINISO GRP ADS,52.32,,,,,-0.104686,-0.050061,,0.033413,0.356859,21.17,28.2,10.81,101.459,19.23,USD,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,JP3902400005,MITSUBISHI EL.,23.94,,,,,0.294648,0.543133,,0.023985,0.240845,9.51,4.9,6.59,8.262,5814.0,JPY,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CH0038863350,NESTLE NAM.,47.85,,,,,-0.036088,0.006318,,0.013465,0.199639,33.76,-1.8,11.34,225.855,78.92,CHF,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US64110L1061,NETFLIX INC.,56.59,,,,,-0.289684,-0.266845,,0.020501,0.403045,42.76,17.6,24.3,63.782,82.21,USD,Medien & Digitales 📱,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,AU0000297962,NEWMONT CORP.,62.81,,,,,0.281357,0.439228,,0.025933,0.211923,22.88,20.0,33.42,16.914,171.85,AUD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US6541061031,NIKE INC. B,48.64,,,,,0.003939,-0.053206,,0.026467,0.344841,17.95,0.6,5.43,80.099,63.04,USD,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,DK0062498333,NOVO-NORDISK,59.13,,,,,-0.008507,-0.158449,,0.034322,0.560614,60.7,-7.6,33.14,67.488,314.95,DKK,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,NVDA,NVIDIA CORP.,74.45,,,,,-0.032441,0.105753,,0.028152,0.326824,107.36,62.5,53.01,9.102,188.54,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US6745991058,OCCIDENTAL PET.,41.42,,,,,0.092005,0.077764,,0.023559,0.303237,5.96,-7.7,8.17,62.221,46.27,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US6821891057,ON SEMICOND.,56.36,,,,,0.37417,0.296092,,0.037033,0.426803,1.5,-11.2,2.02,39.064,67.38,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US68622V1061,ORGANON + CO.,44.39,,,,,0.120448,-0.127892,,0.039431,0.605198,71.62,1.3,7.95,974.393,7.81,USD,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,PLTR,PALANTIR TECHN.,53.11,,,,,-0.250497,-0.130761,,0.039707,0.406115,25.98,70.0,36.31,3.063,139.51,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA6979001089,PAN AMER. SILVER,53.7,,,,,0.505245,0.564774,,0.033037,0.207959,11.29,19.3,19.48,13.316,80.41,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US70450Y1038,PAYPAL HDGS,50.33,,,,,-0.406573,-0.37467,,0.025468,0.491322,25.73,3.7,15.78,60.703,41.49,USD,Finanzen,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,FR0000120693,PERNOD RICARD,47.43,,,,,-0.011181,-0.012263,,0.016606,0.280343,10.14,-4.5,14.84,77.61,83.06,EUR,Konsum & Lifestyle,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CNE1000003W8,PETROCHINA CO.,49.86,,,,,0.023254,0.2473,,0.017742,0.190031,10.21,2.3,5.55,20.439,9.33,HKD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US7170811035,PFIZER INC.,42.81,,,,,0.11453,0.15187,,0.016686,0.192595,8.58,-1.2,12.42,66.531,27.61,USD,Pharma & Gesundheit,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US6934831099,POSCO HOL.ADR,64.89,,,,,0.196214,0.218336,,0.026449,0.255735,0.81,-5.4,0.95,45.676,63.73,USD,Fundament,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US74767V1098,QUANTUMSCAPE A,19.15,,,,,-0.496664,-0.094145,,0.065152,0.579176,-38.65,0.0,0.0,6.004,8.94,USD,Experimente,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US7594701077,RELIANCE INDS,50.71,,,,,-0.06451,-0.011271,,0.014199,0.154895,0.0,11.7,7.43,37.389,64.8,USD,Experimente,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,ROK,ROCKWELL AU.,35.47,,,,,0.074203,0.166281,,0.019766,0.277756,23.74,11.9,11.56,99.289,412.6,USD,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,US7960542030,SAMSUNG SDI,49.13,,,,,0.087584,0.519693,,0.04039,0.390123,-2.59,2.8,-4.89,46.177,54.2,EUR,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,SAP.DE,SAP SE O.N.,59.37,,,,,-0.216584,-0.230648,,0.022033,0.407392,16.46,3.3,19.91,17.84,178.28,EUR,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,DE000ENER6Y0,SIEMENS ENERGY,10.5,,,,,,,,,,0.0,0.0,-80.39,72.403,11.49,USD,Energie,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,CA82831T1093,SILVER TIGER,33.28,,,,,0.158202,0.461179,,0.053178,0.35,-4.86,0.0,0.0,100.0,0.99,CAD,Edelmetalle ⛏️,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,GB0009223206,SMITH + NEP. DL,45.65,,,,,-0.021981,0.042116,,0.018187,0.203102,9.14,4.7,8.26,62.392,1287.0,GBp,Hardware 💻,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,SNOW,SNOWFLAKE INC. A,10.34,,,,,-0.339979,-0.16278,,0.032749,0.434546,-53.09,28.7,-30.76,125.912,182.58,USD,Gehirn,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
2026-02-11,BE0003470755,SOLVAY S.A. A,29.94,,,,,0.045768,0.036411,,0.017972,0.243309,12.58,-3.9,3.14,174.545,27.98,EUR,Experimente,bull,bear,0.074841,-0.336085,20260211_053941,1aa0c9aa7ece4b770552ed300d6f2923,git-bb46a41
