date,symbol,name,score,opportunity,risk,confidence,confidence_label,rs3m,trend200,cycle,close,currency,sector,pillar_primary,cluster_official,bucket_type,volatility,drawdown,roe,growth,margin,debt_ratio,market_regime_stock,market_regime_crypto,market_trend200_stock,market_trend200_crypto,r_code,run_id,scoring_version,rank,universe_size,rank_percentile,observation_type,data_source,as_of,generated_at,snapshot_id,schema_version
2026-09-20,1810.HK,XIAOMI CORP. CL.B,24.72,51.96,43.09,57.0,MED,0.05149061231049146,-0.16680081096259003,100.0,26.399999618530273,HKD,Technology,S1 Hardware,Consumer Electronics,pillar,0.4150004615885304,0.639697227898995,19.86,22.3,9.82,10.389,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,73,198,0.3686868686868687,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,6503.T,MITSUBISHI EL.,28.31,51.58,24.87,54.5,MED,-0.1588883445469753,-0.06622726014159752,100.0,5126.0,JPY,Industrials,S1 Hardware,Electrical Equipment & Parts,pillar,0.4266998235051749,0.23368902439024386,9.51,4.9,6.59,8.262,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,36,198,0.18181818181818182,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,6861.T,KEYENCE CORP.,18.33,38.96,33.3,52.9,MED,-0.016538301419221302,0.12786406570413877,38.5,76580.0,JPY,Technology,S1 Hardware,Scientific & Technical Instruments,pillar,0.41113153520935763,0.179230282939153,0.0,0.0,0.0,100.0,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,132,198,0.6666666666666666,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,9880.HK,UBTECH ROBOT.CORP.,12.9,38.4,57.46,42.0,LOW,-0.2760159526687985,-0.23986368810322156,14.4,80.8499984741211,HKD,Industrials,S1 Hardware,Specialty Industrial Machinery,pillar,0.6340186370133584,0.5136334912332594,-48.53,27.6,-70.91,57.216,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,168,198,0.8484848484848485,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ABBN.SW,ABB LTD. NA,29.56,55.61,31.37,59.0,MED,-0.10130076841064217,0.09460526835777716,82.3,80.0199966430664,CHF,Industrials,S1 Hardware,Electrical Equipment & Parts,pillar,0.28066191155177583,0.1481480970966259,29.33,5.4,14.25,55.485,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,28,198,0.1414141414141414,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ABT,Abbott Laboratories,25.1,49.14,32.57,56.9,MED,0.15083076493552117,-0.015443116286416037,80.8,102.61000061035156,USD,Healthcare,S1 Hardware,Medical Devices,pillar,0.2683126706170468,0.3861068368030456,13.16,4.4,14.72,25.31,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,69,198,0.3484848484848485,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,AUTO.OL,AUTOSTORE HOLDINGS,22.66,50.04,47.0,52.0,MED,0.2384243708296767,0.2526311012882969,43.6,15.220000267028809,NOK,Technology,S1 Hardware,Computer Hardware,pillar,0.5723803640470647,0.3009188498396024,5.71,-3.6,15.48,35.222,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,92,198,0.46464646464646464,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,CGNX,COGNEX CORP.,21.92,46.64,39.96,46.4,LOW,-0.1138521652815635,0.12942266085640464,94.1,61.560001373291016,USD,Technology,S1 Hardware,Scientific & Technical Instruments,pillar,0.5906373542075168,0.27864217475145925,7.21,18.0,11.33,5.298,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,99,198,0.5,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,FANUY,FANUC CORP.,20.58,48.6,52.43,44.4,LOW,-0.2733462533366837,-0.10381093357520543,60.4,18.540000915527344,USD,Industrials,S1 Hardware,Specialty Industrial Machinery,pillar,0.48387153760660695,0.3198045860085911,9.37,9.5,19.35,100.0,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,115,198,0.5808080808080808,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,GMED,Globus Medical,24.2,49.3,37.35,53.2,MED,-0.09030972932340553,-0.1317138707644423,24.1,74.08000183105469,USD,Healthcare,S1 Hardware,Medical Devices,pillar,0.4897993922614196,0.24023964273441223,10.01,22.9,15.3,2.731,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,79,198,0.398989898989899,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ISRG,INTUITIVE SURGICAL INC,25.33,50.78,36.57,57.0,MED,-0.04965536672873383,-0.13573917027169136,47.5,393.3299865722656,USD,Healthcare,S1 Hardware,Medical Instruments & Supplies,pillar,0.36788823895249484,0.4399595130529892,16.69,18.8,28.38,0.953,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,65,198,0.3282828282828283,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ROK,ROCKWELL AU.,28.04,54.57,35.36,48.4,LOW,-0.15375096942577837,-0.010454039709708152,18.2,415.6199951171875,USD,Industrials,S1 Hardware,Specialty Industrial Machinery,pillar,0.3085931721351538,0.18728308848486097,23.74,11.9,11.56,99.289,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,38,198,0.1919191919191919,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SN.L,SMITH + NEP. DL,22.76,45.3,31.83,53.5,MED,-0.11526854545290632,-0.12921935736322776,87.2,1027.5,GBp,Healthcare,S1 Hardware,Medical Devices,pillar,0.262135721511497,0.2884319215975871,9.14,4.7,8.26,62.392,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,91,198,0.4595959595959596,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SNN,SMITH & NEPHEW PLC,22.33,47.05,39.28,47.1,LOW,-0.08804744966036993,-0.127555668047293,100.0,27.559999465942383,USD,Healthcare,S1 Hardware,Medical Devices,pillar,0.27906407098459096,0.24893781256013403,9.14,4.7,8.26,62.392,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,96,198,0.48484848484848486,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SYK,STRYKER CORP,21.77,45.01,35.66,44.9,LOW,-0.12042038988350501,-0.17446292147635134,47.5,275.1199951171875,USD,Healthcare,S1 Hardware,Medical Devices,pillar,0.2964716205812151,0.2993769952681732,15.08,11.4,12.92,66.276,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,101,198,0.51010101010101,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SYM,Symbotic Inc.,16.68,48.04,69.28,34.5,LOW,0.016258391969419472,-0.18529724220728438,0.0,41.88999938964844,,Industrials,S1 Hardware,Specialty Industrial Machinery,pillar,0.83183299519028,0.5621993140361803,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,145,198,0.7323232323232324,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,TER,TERADYNE INC.,28.56,60.74,52.03,65.3,MED,-0.2126245014263738,0.14423219254287067,86.1,371.4700012207031,USD,Technology,S1 Hardware,Semiconductor Equipment & Materials,pillar,0.7778792067609093,0.3398437354578995,19.73,43.9,17.37,10.131,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,33,198,0.16666666666666666,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,YASKY,YASKAWA EL. CORP.,9.67,32.8,55.45,45.4,LOW,-0.44155874294215225,-0.17456086151454564,68.1,55.84000015258789,USD,Industrials,S1 Hardware,Electrical Equipment & Parts,pillar,0.5615444753011136,0.42090398186059197,0.0,0.0,6.87,24.901,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,186,198,0.9393939393939394,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,000660.KS,SK hynix Inc.,18.59,48.65,62.07,46.5,LOW,-0.2964126076682546,0.3588806106357785,0.0,1857000.0,KRW,Technology,S2 Gehirn,Semiconductors,pillar,0.9194709998258765,0.5471051921241235,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,128,198,0.6464646464646465,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,005930.KS,"Samsung Electronics Co., Ltd.",20.15,48.69,54.74,53.1,MED,-0.2791073035949875,0.18920962974949362,0.0,261000.0,KRW,Technology,S2 Gehirn,Semiconductors,pillar,0.761921837397838,0.42833575022000525,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,116,198,0.5858585858585859,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,0700.HK,TENCENT HLDGS,28.37,54.13,32.44,63.9,MED,-0.07071326736573824,-0.16749241215516897,13.1,419.0,HKD,Communication Services,S2 Gehirn,Internet Content & Information,pillar,0.32777259775678624,0.3850954246512269,19.83,15.4,29.86,32.47,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,35,198,0.17676767676767677,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,8035.T,Tokyo Electron Limited,21.05,46.84,44.76,53.0,MED,-0.30204491197761063,0.08403581407032745,0.0,53110.0,JPY,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.5699482376810657,0.36548223350253806,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,110,198,0.5555555555555556,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,9888.HK,"Baidu, Inc. Class A",18.52,43.11,45.22,52.8,MED,-0.24189083084804064,-0.2666676720130392,0.0,87.19999694824219,,Communication Services,S2 Gehirn,Internet Content & Information,pillar,0.46732882295957984,0.45669783832870914,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,129,198,0.6515151515151515,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,9988.HK,Alibaba Group Holding Limited,22.49,48.61,43.36,47.4,LOW,0.01939140951797902,-0.1628216975481439,0.0,109.30000305175781,,Consumer Cyclical,S2 Gehirn,Internet Retail,pillar,0.4517096647658202,0.515935019856621,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,94,198,0.47474747474747475,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,AMAT,"Applied Materials, Inc.",19.53,46.35,50.45,46.9,LOW,-0.3305934452607121,0.0699033254311836,0.0,444.57000732421875,USD,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.6005568427200327,0.4248628346251607,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,120,198,0.6060606060606061,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,AMKR,"Amkor Technology, Inc.",14.04,43.07,66.45,36.1,LOW,-0.48711151799162633,-0.11199066522039025,0.0,50.29999923706055,,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.7859200081434689,0.543238922412152,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,159,198,0.803030303030303,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,AMZN,AMAZON.COM,29.34,54.52,29.03,64.0,MED,0.06408508940330826,0.05580197659241182,1.3,253.7100067138672,USD,Consumer Cyclical,S2 Gehirn,Internet Retail,pillar,0.34515935718543095,0.2173622311569574,22.29,13.6,10.83,43.435,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,29,198,0.14646464646464646,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,APLD,Applied Digital,13.21,43.26,71.0,35.5,LOW,-0.40365747219480985,-0.1292095433111593,50.9,28.1200008392334,USD,Technology,S2 Gehirn,Information Technology Services,pillar,1.049577312009161,0.532326312190512,-7.9,250.1,-47.35,125.912,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,164,198,0.8282828282828283,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ASML,ASML HOLDING,32.02,60.05,33.41,68.2,MED,-0.15389196806452166,0.11538130426638982,35.5,1679.9200439453125,USD,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.46520948786751953,0.2195313939004605,50.46,4.9,29.42,13.813,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,19,198,0.09595959595959595,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ASX,"ASE Technology Holding Co., Ltd.",23.57,52.19,49.32,54.9,MED,-0.061801940741646244,0.4337560966363174,0.0,41.630001068115234,,Technology,S2 Gehirn,Semiconductors,pillar,0.5610016066379,0.303345400370175,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,87,198,0.4393939393939394,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,BIDU,BAIDU INC,13.73,37.25,49.9,49.5,LOW,-0.22096660742545837,-0.26034158349680425,26.0,89.93000030517578,USD,Communication Services,S2 Gehirn,Internet Content & Information,pillar,0.5003768939204134,0.4551439778249955,3.08,-7.1,6.9,33.81,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,160,198,0.8080808080808081,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,DVLT,Datavault AI Inc.,5.92,34.2,77.66,37.6,LOW,-0.6411659600600457,-0.7571440045965434,71.3,0.15000000596046448,USD,Technology,S2 Gehirn,Software - Infrastructure,pillar,2.0617904089337213,0.9561403501127956,-165.72,147.8,0.0,29.069,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,193,198,0.9747474747474747,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,GOOGL,ALPHABET INC.A,36.73,64.5,24.74,64.0,MED,-0.02553921083691235,0.036942922243454746,4.9,349.5400085449219,USD,Communication Services,S2 Gehirn,Internet Content & Information,pillar,0.31525757579189834,0.21047200943300937,35.71,18.0,32.81,16.133,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,7,198,0.03535353535353535,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,IFX.DE,INFINEON TECH.,17.16,42.45,49.69,49.3,LOW,-0.34141687719016334,0.02828175908667574,40.9,55.86000061035156,EUR,Technology,S2 Gehirn,Semiconductors,pillar,0.5222026468523944,0.3859090805053711,5.71,7.0,6.88,41.673,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,142,198,0.7171717171717171,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,JD,JD.COM ADR,21.28,44.37,36.01,48.6,LOW,-0.02948235037181668,-0.058984583640198984,39.2,26.920000076293945,USD,Consumer Cyclical,S2 Gehirn,Internet Retail,pillar,0.32013600289200683,0.2977605781272903,11.72,14.9,2.47,36.821,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,107,198,0.5404040404040404,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,KLAC,KLA Corporation,18.3,45.42,53.44,46.2,LOW,-0.3674739037471695,0.01742796410362013,0.0,176.99000549316406,,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.606688433309319,0.44466815138541516,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,134,198,0.6767676767676768,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,LRCX,Lam Research Corporation,19.31,46.55,52.12,51.8,MED,-0.32228481856440305,0.07902963262293117,0.0,288.1099853515625,,Technology,S2 Gehirn,Semiconductor Equipment & Materials,pillar,0.6500270825535368,0.41764933440295926,,,,,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,122,198,0.6161616161616161,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,MELI,MercadoLibre Inc.,27.44,57.86,48.42,60.1,MED,0.09875231340882529,-0.035407413424087375,20.4,1787.3900146484375,USD,Consumer Cyclical,S2 Gehirn,Internet Retail,pillar,0.41457745405861446,0.38397906918790814,40.65,39.5,7.93,159.296,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,47,198,0.23737373737373738,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,META,META PLATFORMS INC,32.3,61.7,37.16,74.2,MED,0.15494050023755368,0.0676821942763497,39.9,665.75,USD,Communication Services,S2 Gehirn,Internet Content & Information,pillar,0.39670360526589277,0.3230110871289802,30.24,23.8,30.08,39.164,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,18,198,0.09090909090909091,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,MSFT,MICROSOFT DL,35.29,64.45,31.45,74.1,MED,0.320953372129527,0.14812350411328756,43.2,493.7799987792969,USD,Technology,S2 Gehirn,Software - Infrastructure,pillar,0.32580090906325115,0.34498397568158834,34.39,16.7,39.04,31.539,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,9,198,0.045454545454545456,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,MU,MICRON TECHNOLOGY INC,31.54,65.21,51.68,67.8,MED,-0.18710464850649855,0.5871446981032582,0.0,1015.7999877929688,USD,Technology,S2 Gehirn,Semiconductors,pillar,0.8167840527786996,0.3909541844002312,22.55,56.7,28.15,21.244,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,20,198,0.10101010101010101,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,NVDA,NVIDIA CORP.,38.2,67.52,27.07,74.6,MED,0.04068748608704653,0.12245463941455048,73.6,222.27000427246094,USD,Technology,S2 Gehirn,Semiconductors,pillar,0.38078113440428735,0.20214384555482312,107.36,62.5,53.01,9.102,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,4,198,0.020202020202020204,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,NXP,NXP SEMICONDUCTORS NV,23.31,46.48,32.87,43.9,LOW,-0.0709935543913992,-0.03637602562084297,100.0,13.460000038146973,USD,Financial Services,S2 Gehirn,Asset Management,pillar,0.07934382519393587,0.061931903452681736,1.13,9.1,24.21,100.0,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,88,198,0.4444444444444444,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ON,ON SEMICOND.,12.18,35.34,51.39,37.8,LOW,-0.4938163285816364,-0.11856537800522082,88.0,69.9800033569336,USD,Technology,S2 Gehirn,Semiconductors,pillar,0.6321448253917737,0.5027252884621081,1.5,-11.2,2.02,39.064,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,174,198,0.8787878787878788,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ORCL,ORACLE CORP,21.17,51.87,59.78,43.8,LOW,-0.1796996768666832,-0.10794694552277828,57.0,147.61000061035156,USD,Technology,S2 Gehirn,Software - Infrastructure,pillar,0.571046525210366,0.6455870559623704,69.03,14.2,25.28,432.511,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,109,198,0.5505050505050505,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,PLTR,PALANTIR TECHN.,34.45,67.87,46.03,72.2,MED,0.4607458174788934,0.170588918322496,30.5,177.63999938964844,USD,Technology,S2 Gehirn,Software - Infrastructure,pillar,0.6068053149053372,0.4822376656276136,25.98,70.0,36.31,3.063,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,11,198,0.05555555555555555,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SAP.DE,SAP SE O.N.,25.23,53.01,43.93,65.7,MED,0.3352992318521544,0.10587648375052283,68.8,183.1199951171875,EUR,Technology,S2 Gehirn,Software - Application,pillar,0.40912984688564097,0.46075256027080425,16.46,3.3,19.91,17.84,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,66,198,0.3333333333333333,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,SNOW,SNOWFLAKE INC. A,19.52,49.79,61.17,47.9,LOW,0.4413177832154114,0.49266293962901253,55.9,332.42999267578125,USD,Technology,S2 Gehirn,Software - Application,pillar,0.6531712894597457,0.5630006703868291,-53.09,28.7,-30.76,125.912,bull,bull,0.0690614086857908,0.1506120285518029,R2,github-35528192164-1,v1,121,198,0.6111111111111112,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,TSMN.MX,TAIWAN SEMICON.MANU.ADR/5,33.06,61.55,33.07,65.9,MED,-0.05231722535463801,0.1210703794734449,81.8,7426.93994140625,MXN,Technology,S2 Gehirn,Semiconductors,pillar,0.3772397988112833,0.21477512232104956,35.22,20.5,45.1,18.187,bull,bull,0.0690614086857908,0.1506120285518029,R5,github-35528192164-1,v1,17,198,0.08585858585858586,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,TTAN,ServiceTitan,10.31,34.89,58.91,40.9,LOW,-0.1461265685048836,-0.2863722772725589,26.4,55.040000915527344,USD,Technology,S2 Gehirn,Software - Application,pillar,0.6307901850156891,0.5302216970645528,-16.86,25.0,-23.91,10.505,bull,bull,0.0690614086857908,0.1506120285518029,R1,github-35528192164-1,v1,184,198,0.9292929292929293,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,ZETA,ZETA GLOBAL,22.41,49.5,46.52,57.4,MED,0.6109268374158334,0.4618977861749394,24.7,30.229999542236328,USD,Technology,S2 Gehirn,Software - Infrastructure,pillar,0.66702371055374,0.4036885074504244,-3.92,25.7,-1.86,30.196,bull,bull,0.0690614086857908,0.1506120285518029,R3,github-35528192164-1,v1,95,198,0.4797979797979798,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
2026-09-20,0857.HK,PETROCHINA CO.,26.87,51.34,30.97,51.1,MED,0.04188013973611282,0.02198914018751852,69.6,9.489999771118164,HKD,Energy,S3 Energie,Oil & Gas Integrated,pillar,0.29345586750452696,0.2736484957735713,10.21,2.3,5.55,20.439,bull,bull,0.0690614086857908,0.1506120285518029,R4,github-35528192164-1,v1,50,198,0.25252525252525254,observed_scanner,scanner_run,2026-09-20,2026-09-20T18:11:04.994810+00:00,00cecea3-c8dd-4021-b8d2-7644fe562f60,research_views_v1
