row_index,date,symbol,name,status,detail,mapped_yahoo,metric,value,method
,,CRYPTO:ADA,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:BTC,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:DOGE,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:ETH,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:SOL,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:XRP,,yahoo_fetch_failed,No usable daily history returned,,,,
,,DV.V,,yahoo_fetch_failed,No usable daily history returned,,,,
,,SLVR.V,,yahoo_fetch_failed,No usable daily history returned,,,,
1187,2026-03-09,MSFT,,filled,,MSFT,drawdown,0.2877879592652709,dd_calendar_1y
1188,2026-03-09,MU,,filled,,MU,volatility,0.04030953485030748,vol_1y
1188,2026-03-09,MU,,filled,,MU,drawdown,0.37150357298893755,dd_calendar_1y
1189,2026-03-09,NDA.DE,,filled,,NDA.DE,volatility,0.020298155759474402,vol_1y
1189,2026-03-09,NDA.DE,,filled,,NDA.DE,drawdown,0.21657199790188986,dd_calendar_1y
1190,2026-03-09,NEE,,filled,,NEE,volatility,0.016425622394051376,vol_1y
1190,2026-03-09,NEE,,filled,,NEE,drawdown,0.1582196595938472,dd_calendar_1y
1191,2026-03-09,NEM.AX,,filled,,NEM.AX,volatility,0.026627509346362817,vol_1y
1191,2026-03-09,NEM.AX,,filled,,NEM.AX,drawdown,0.211923254152101,dd_calendar_1y
1192,2026-03-09,NESN.SW,,filled,,NESN.SW,volatility,0.012770838381084126,vol_1y
1192,2026-03-09,NESN.SW,,filled,,NESN.SW,drawdown,0.19963921664251094,dd_calendar_1y
1193,2026-03-09,NFLX,,filled,,NFLX,volatility,0.02209707230085719,vol_1y
1193,2026-03-09,NFLX,,filled,,NFLX,drawdown,0.4335127747768319,dd_calendar_1y
1194,2026-03-09,NKE,,filled,,NKE,volatility,0.026282112504840506,vol_1y
1194,2026-03-09,NKE,,filled,,NKE,drawdown,0.3027487360753265,dd_calendar_1y
1195,2026-03-09,NOVO-B.CO,,filled,,NOVO-B.CO,volatility,0.03530906079566915,vol_1y
1195,2026-03-09,NOVO-B.CO,,filled,,NOVO-B.CO,drawdown,0.5667381401815148,dd_calendar_1y
1196,2026-03-09,NRDS,,filled,,NRDS,volatility,0.03547672882858177,vol_1y
1196,2026-03-09,NRDS,,filled,,NRDS,drawdown,0.42435656618822903,dd_calendar_1y
1197,2026-03-09,NVDA,,filled,,NVDA,volatility,0.026613253777351478,vol_1y
1197,2026-03-09,NVDA,,filled,,NVDA,drawdown,0.22487058234236967,dd_calendar_1y
1198,2026-03-09,NXP,,filled,,NXP,volatility,0.004371462095596854,vol_1y
1198,2026-03-09,NXP,,filled,,NXP,drawdown,0.05777291285372377,dd_calendar_1y
1199,2026-03-09,OGN,,filled,,OGN,volatility,0.0392836499308651,vol_1y
1199,2026-03-09,OGN,,filled,,OGN,drawdown,0.5966969453960275,dd_calendar_1y
1200,2026-03-09,ON,,filled,,ON,volatility,0.036627617601146426,vol_1y
1200,2026-03-09,ON,,filled,,ON,drawdown,0.30056916485354424,dd_calendar_1y
1201,2026-03-09,ORCL,,filled,,ORCL,volatility,0.03854379615842567,vol_1y
1201,2026-03-09,ORCL,,filled,,ORCL,drawdown,0.5824985722645646,dd_calendar_1y
1202,2026-03-09,OXY,,filled,,OXY,volatility,0.024023013675334902,vol_1y
1202,2026-03-09,OXY,,filled,,OXY,drawdown,0.2741708323885549,dd_calendar_1y
1203,2026-03-09,PAAS.TO,,filled,,PAAS.TO,volatility,0.03412288740613393,vol_1y
1203,2026-03-09,PAAS.TO,,filled,,PAAS.TO,drawdown,0.20795939767802907,dd_calendar_1y
1204,2026-03-09,PEP,,filled,,PEP,volatility,0.014296608990180102,vol_1y
1204,2026-03-09,PEP,,filled,,PEP,drawdown,0.17791984375301473,dd_calendar_1y
1205,2026-03-09,PFE,,filled,,PFE,volatility,0.01673900124212892,vol_1y
1205,2026-03-09,PFE,,filled,,PFE,drawdown,0.18956452658014056,dd_calendar_1y
1206,2026-03-09,PG,,filled,,PG,volatility,0.011958684316510607,vol_1y
1206,2026-03-09,PG,,filled,,PG,drawdown,0.20101954364574204,dd_calendar_1y
1207,2026-03-09,PGY,,filled,,PGY,volatility,0.053947814376071254,vol_1y
1207,2026-03-09,PGY,,filled,,PGY,drawdown,0.757133074416896,dd_calendar_1y
1208,2026-03-09,PKX,,filled,,PKX,volatility,0.02574100401175825,vol_1y
1208,2026-03-09,PKX,,filled,,PKX,drawdown,0.25573480196403753,dd_calendar_1y
1209,2026-03-09,PL,,filled,,PL,volatility,0.06466141119716577,vol_1y
1209,2026-03-09,PL,,filled,,PL,drawdown,0.31481483321130943,dd_calendar_1y
1210,2026-03-09,PLTR,,filled,,PLTR,volatility,0.03694135180123626,vol_1y
1210,2026-03-09,PLTR,,filled,,PLTR,drawdown,0.378125297361536,dd_calendar_1y
1211,2026-03-09,PM,,filled,,PM,volatility,0.01590756833691674,vol_1y
1211,2026-03-09,PM,,filled,,PM,drawdown,0.2063634457729916,dd_calendar_1y
1212,2026-03-09,PPTA,,filled,,PPTA,volatility,0.050852311330825115,vol_1y
1212,2026-03-09,PPTA,,filled,,PPTA,drawdown,0.3172136393978049,dd_calendar_1y
1213,2026-03-09,PYPL,,filled,,PYPL,volatility,0.025998765684943113,vol_1y
1213,2026-03-09,PYPL,,filled,,PYPL,drawdown,0.499228503047376,dd_calendar_1y
1214,2026-03-09,QBTS,,filled,,QBTS,volatility,0.08188004269674364,vol_1y
1214,2026-03-09,QBTS,,filled,,QBTS,drawdown,0.6156766513260972,dd_calendar_1y
1215,2026-03-09,QS,,filled,,QS,volatility,0.06534389153988628,vol_1y
1215,2026-03-09,QS,,filled,,QS,drawdown,0.645336237936977,dd_calendar_1y
1216,2026-03-09,RACE,,filled,,RACE,volatility,0.021419426754680358,vol_1y
1216,2026-03-09,RACE,,filled,,RACE,drawdown,0.36188550110782947,dd_calendar_1y
1217,2026-03-09,RCAT,,filled,,RCAT,volatility,0.07425195716642463,vol_1y
1217,2026-03-09,RCAT,,filled,,RCAT,drawdown,0.6007802457218128,dd_calendar_1y
1218,2026-03-09,RGTI,,filled,,RGTI,volatility,0.07206045854477452,vol_1y
1218,2026-03-09,RGTI,,filled,,RGTI,drawdown,0.7342030468421666,dd_calendar_1y
1219,2026-03-09,RHM.DE,,filled,,RHM.DE,volatility,0.028966502777700444,vol_1y
1219,2026-03-09,RHM.DE,,filled,,RHM.DE,drawdown,0.27432738017293035,dd_calendar_1y
1220,2026-03-09,RI.PA,,filled,,RI.PA,volatility,0.01799506584629972,vol_1y
1220,2026-03-09,RI.PA,,filled,,RI.PA,drawdown,0.28034265025910154,dd_calendar_1y
1221,2026-03-09,RIGD.IL,,filled,,RIGD.IL,volatility,0.014301145020237802,vol_1y
1221,2026-03-09,RIGD.IL,,filled,,RIGD.IL,drawdown,0.1816126043391192,dd_calendar_1y
1222,2026-03-09,RKLB,,filled,,RKLB,volatility,0.052585359142434666,vol_1y
1222,2026-03-09,RKLB,,filled,,RKLB,drawdown,0.43005628041721455,dd_calendar_1y
1223,2026-03-09,ROK,,filled,,ROK,volatility,0.020401870022541863,vol_1y
1223,2026-03-09,ROK,,filled,,ROK,drawdown,0.19747116791373753,dd_calendar_1y
1224,2026-03-09,SAP.DE,,filled,,SAP.DE,volatility,0.02206746306279941,vol_1y
1224,2026-03-09,SAP.DE,,filled,,SAP.DE,drawdown,0.39555721903902796,dd_calendar_1y
1225,2026-03-09,SGM.AX,,filled,,SGM.AX,volatility,0.020433922013826957,vol_1y
1225,2026-03-09,SGM.AX,,filled,,SGM.AX,drawdown,0.20279120404544215,dd_calendar_1y
1227,2026-03-09,SMX,,filled,,SMX,volatility,0.38749216057429575,vol_1y
1227,2026-03-09,SMX,,filled,,SMX,drawdown,0.998688952613358,dd_calendar_1y
1228,2026-03-09,SN.L,,filled,,SN.L,volatility,0.01825331130960014,vol_1y
1228,2026-03-09,SN.L,,filled,,SN.L,drawdown,0.19246743743366446,dd_calendar_1y
1229,2026-03-09,SNN,,filled,,SNN,volatility,0.01879270009291666,vol_1y
1229,2026-03-09,SNN,,filled,,SNN,drawdown,0.16887000070223646,dd_calendar_1y
1230,2026-03-09,SNOW,,filled,,SNOW,volatility,0.03222939438528158,vol_1y
1230,2026-03-09,SNOW,,filled,,SNOW,drawdown,0.4345457226281102,dd_calendar_1y
1231,2026-03-09,SOLB.BR,,filled,,SOLB.BR,volatility,0.017084377045636735,vol_1y
1231,2026-03-09,SOLB.BR,,filled,,SOLB.BR,drawdown,0.2433092184458875,dd_calendar_1y
1232,2026-03-09,SPOT,,filled,,SPOT,volatility,0.029108579062938147,vol_1y
1232,2026-03-09,SPOT,,filled,,SPOT,drawdown,0.4680371349237977,dd_calendar_1y
1233,2026-03-09,STLA,,filled,,STLA,volatility,0.03609972456499891,vol_1y
1233,2026-03-09,STLA,,filled,,STLA,drawdown,0.41666664699516653,dd_calendar_1y
1234,2026-03-09,SU.PA,,filled,,SU.PA,volatility,0.01964262278616867,vol_1y
1234,2026-03-09,SU.PA,,filled,,SU.PA,drawdown,0.22765473491494637,dd_calendar_1y
1235,2026-03-09,SYK,,filled,,SYK,volatility,0.013797282499184925,vol_1y
1235,2026-03-09,SYK,,filled,,SYK,drawdown,0.1330462250148038,dd_calendar_1y
1236,2026-03-09,SYM,,filled,,SYM,volatility,0.05901557684670529,vol_1y
1236,2026-03-09,SYM,,filled,,SYM,drawdown,0.44318443400818663,dd_calendar_1y
1237,2026-03-09,TEM,,filled,,TEM,volatility,0.049306766897948315,vol_1y
1237,2026-03-09,TEM,,filled,,TEM,drawdown,0.5081840311932506,dd_calendar_1y
1238,2026-03-09,TER,,filled,,TER,volatility,0.03992258847429556,vol_1y
1238,2026-03-09,TER,,filled,,TER,drawdown,0.35257695922082644,dd_calendar_1y
1239,2026-03-09,TME,,filled,,TME,volatility,0.028849364720487356,vol_1y
1239,2026-03-09,TME,,filled,,TME,drawdown,0.4889985089876808,dd_calendar_1y
1240,2026-03-09,TOM.OL,,filled,,TOM.OL,volatility,0.024107542672062457,vol_1y
1240,2026-03-09,TOM.OL,,filled,,TOM.OL,drawdown,0.33589137457893037,dd_calendar_1y
1241,2026-03-09,TSLA,,filled,,TSLA,volatility,0.036677752339053425,vol_1y
1241,2026-03-09,TSLA,,filled,,TSLA,drawdown,0.23002710719979258,dd_calendar_1y
1242,2026-03-09,TSMN.MX,,filled,,TSMN.MX,volatility,0.02292050436437339,vol_1y
1242,2026-03-09,TSMN.MX,,filled,,TSMN.MX,drawdown,0.2034244511488229,dd_calendar_1y
1243,2026-03-09,TTAN,,filled,,TTAN,volatility,0.03271205476340743,vol_1y
1243,2026-03-09,TTAN,,filled,,TTAN,drawdown,0.5304939014379142,dd_calendar_1y
1244,2026-03-09,TTK.DE,,filled,,TTK.DE,volatility,0.021197974908992508,vol_1y
1244,2026-03-09,TTK.DE,,filled,,TTK.DE,drawdown,0.6467050898228994,dd_calendar_1y
1245,2026-03-09,UAA,,filled,,UAA,volatility,0.03618626678901475,vol_1y
1245,2026-03-09,UAA,,filled,,UAA,drawdown,0.4349593480175915,dd_calendar_1y
1246,2026-03-09,UEC,,filled,,UEC,volatility,0.047579293556916265,vol_1y
1246,2026-03-09,UEC,,filled,,UEC,drawdown,0.3579940070990495,dd_calendar_1y
1247,2026-03-09,UMI.BR,,filled,,UMI.BR,volatility,0.028563473218942,vol_1y
1247,2026-03-09,UMI.BR,,filled,,UMI.BR,drawdown,0.2679803009997853,dd_calendar_1y
1248,2026-03-09,UNH,,filled,,UNH,volatility,0.03210877320134043,vol_1y
1248,2026-03-09,UNH,,filled,,UNH,drawdown,0.6005506367598237,dd_calendar_1y
1249,2026-03-09,V,,filled,,V,volatility,0.01503115873161562,vol_1y
1249,2026-03-09,V,,filled,,V,drawdown,0.17413953202719668,dd_calendar_1y
1250,2026-03-09,VALE,,filled,,VALE,volatility,0.019987453123359755,vol_1y
1250,2026-03-09,VALE,,filled,,VALE,drawdown,0.18940126554525827,dd_calendar_1y
1251,2026-03-09,VOW3.DE,,filled,,VOW3.DE,volatility,0.01754064557802829,vol_1y
1251,2026-03-09,VOW3.DE,,filled,,VOW3.DE,drawdown,0.23885609933372665,dd_calendar_1y
1252,2026-03-09,VZLA.TO,,filled,,VZLA.TO,volatility,0.04179481434074629,vol_1y
1252,2026-03-09,VZLA.TO,,filled,,VZLA.TO,drawdown,0.4686825102931941,dd_calendar_1y
1253,2026-03-09,WPM.TO,,filled,,WPM.TO,volatility,0.025299539781028325,vol_1y
1253,2026-03-09,WPM.TO,,filled,,WPM.TO,drawdown,0.17106826547390064,dd_calendar_1y
1254,2026-03-09,XOM,,filled,,XOM,volatility,0.01554393835694467,vol_1y
1254,2026-03-09,XOM,,filled,,XOM,drawdown,0.16053438194823189,dd_calendar_1y
1255,2026-03-09,XSDG.F,,filled,,XSDG.F,volatility,0.04113998868869154,vol_1y
1255,2026-03-09,XSDG.F,,filled,,XSDG.F,drawdown,0.3035714285714286,dd_calendar_1y
1256,2026-03-09,XYZ,,filled,,XYZ,volatility,0.03403918255002959,vol_1y
1256,2026-03-09,XYZ,,filled,,XYZ,drawdown,0.39477253380364496,dd_calendar_1y
1257,2026-03-09,YASKY,,filled,,YASKY,volatility,0.032278814128532264,vol_1y
1257,2026-03-09,YASKY,,filled,,YASKY,drawdown,0.34552884691604036,dd_calendar_1y
1258,2026-03-09,YCA.L,,filled,,YCA.L,volatility,0.02361502345339442,vol_1y
1258,2026-03-09,YCA.L,,filled,,YCA.L,drawdown,0.17273897353021994,dd_calendar_1y
1259,2026-03-09,ZETA,,filled,,ZETA,volatility,0.045616628971651155,vol_1y
1259,2026-03-09,ZETA,,filled,,ZETA,drawdown,0.38606558293304416,dd_calendar_1y
1260,2026-03-10,000660.KS,,filled,,000660.KS,volatility,0.03828684399835466,vol_1y
1260,2026-03-10,000660.KS,,filled,,000660.KS,drawdown,0.2393083945791742,dd_calendar_1y
1261,2026-03-10,005930.KS,,filled,,005930.KS,volatility,0.028839970395157722,vol_1y
1261,2026-03-10,005930.KS,,filled,,005930.KS,drawdown,0.21009180143234274,dd_calendar_1y
1262,2026-03-10,0700.HK,,filled,,0700.HK,volatility,0.018105701404803793,vol_1y
1262,2026-03-10,0700.HK,,filled,,0700.HK,drawdown,0.259040565889335,dd_calendar_1y
1263,2026-03-10,0857.HK,,filled,,0857.HK,volatility,0.0187674876677127,vol_1y
1263,2026-03-10,0857.HK,,filled,,0857.HK,drawdown,0.1900311221337504,dd_calendar_1y
1264,2026-03-10,1810.HK,,filled,,1810.HK,volatility,0.027778624029126738,vol_1y
1264,2026-03-10,1810.HK,,filled,,1810.HK,drawdown,0.47497923320718305,dd_calendar_1y
1265,2026-03-10,2899.HK,,filled,,2899.HK,volatility,0.03011691277863033,vol_1y
1265,2026-03-10,2899.HK,,filled,,2899.HK,drawdown,0.2265371820253158,dd_calendar_1y
1266,2026-03-10,3750.HK,,filled,,3750.HK,volatility,0.02597579277203476,vol_1y
1266,2026-03-10,3750.HK,,filled,,3750.HK,drawdown,0.23832928844874735,dd_calendar_1y
1267,2026-03-10,6503.T,,filled,,6503.T,volatility,0.02442147103804542,vol_1y
1267,2026-03-10,6503.T,,filled,,6503.T,drawdown,0.24084525790677958,dd_calendar_1y
1268,2026-03-10,6861.T,,filled,,6861.T,volatility,0.021397617992143417,vol_1y
1268,2026-03-10,6861.T,,filled,,6861.T,drawdown,0.18273021499552444,dd_calendar_1y
1269,2026-03-10,8035.T,,filled,,8035.T,volatility,0.03132697489510256,vol_1y
1269,2026-03-10,8035.T,,filled,,8035.T,drawdown,0.2881870225305293,dd_calendar_1y
1270,2026-03-10,9880.HK,,filled,,9880.HK,volatility,0.04077305641746491,vol_1y
1270,2026-03-10,9880.HK,,filled,,9880.HK,drawdown,0.45654204181421587,dd_calendar_1y
1271,2026-03-10,9888.HK,,filled,,9888.HK,volatility,0.03076483954972264,vol_1y
1271,2026-03-10,9888.HK,,filled,,9888.HK,drawdown,0.28348909657320875,dd_calendar_1y
1272,2026-03-10,9988.HK,,filled,,9988.HK,volatility,0.030798039033255915,vol_1y
1272,2026-03-10,9988.HK,,filled,,9988.HK,drawdown,0.31766611645327847,dd_calendar_1y
1273,2026-03-10,AAGFF,,filled,,AAGFF,volatility,0.05808156562794249,vol_1y
1273,2026-03-10,AAGFF,,filled,,AAGFF,drawdown,0.4049159027042465,dd_calendar_1y
1274,2026-03-10,AAPL,,filled,,AAPL,volatility,0.020158475775455445,vol_1y
1274,2026-03-10,AAPL,,filled,,AAPL,drawdown,0.24204324048745918,dd_calendar_1y
1275,2026-03-10,ABBN.SW,,filled,,ABBN.SW,volatility,0.01736837799465961,vol_1y
1275,2026-03-10,ABBN.SW,,filled,,ABBN.SW,drawdown,0.21724620541396245,dd_calendar_1y
1276,2026-03-10,ABT,,filled,,ABT,volatility,0.014867392546376748,vol_1y
1276,2026-03-10,ABT,,filled,,ABT,drawdown,0.22116359885709103,dd_calendar_1y
1277,2026-03-10,ABX.TO,,filled,,ABX.TO,volatility,0.026199304019994703,vol_1y
1277,2026-03-10,ABX.TO,,filled,,ABX.TO,drawdown,0.16323412072907273,dd_calendar_1y
1278,2026-03-10,ACB.TO,,filled,,ACB.TO,volatility,0.04328372658050936,vol_1y
1278,2026-03-10,ACB.TO,,filled,,ACB.TO,drawdown,0.47806003919535434,dd_calendar_1y
1279,2026-03-10,AEM,,filled,,AEM,volatility,0.026454578310523866,vol_1y
1279,2026-03-10,AEM,,filled,,AEM,drawdown,0.1635941576555482,dd_calendar_1y
1280,2026-03-10,AG.TO,,filled,,AG.TO,volatility,0.04528628697926672,vol_1y
1280,2026-03-10,AG.TO,,filled,,AG.TO,drawdown,0.30129991786311316,dd_calendar_1y
1281,2026-03-10,AGI.TO,,filled,,AGI.TO,volatility,0.029976624790561443,vol_1y
1281,2026-03-10,AGI.TO,,filled,,AGI.TO,drawdown,0.21016377127638886,dd_calendar_1y
1282,2026-03-10,ALB,,filled,,ALB,volatility,0.04068278009644512,vol_1y
1282,2026-03-10,ALB,,filled,,ALB,drawdown,0.3614290456632099,dd_calendar_1y
1283,2026-03-10,ALV.DE,,filled,,ALV.DE,volatility,0.01328609114863365,vol_1y
1283,2026-03-10,ALV.DE,,filled,,ALV.DE,drawdown,0.12350398048430755,dd_calendar_1y
1284,2026-03-10,AMAT,,filled,,AMAT,volatility,0.030187020153747034,vol_1y
1284,2026-03-10,AMAT,,filled,,AMAT,drawdown,0.2137196278451945,dd_calendar_1y
1285,2026-03-10,AMKR,,filled,,AMKR,volatility,0.04045668410662981,vol_1y
1285,2026-03-10,AMKR,,filled,,AMKR,drawdown,0.25921308992169034,dd_calendar_1y
1286,2026-03-10,AMZN,,filled,,AMZN,volatility,0.022031452103186612,vol_1y
1286,2026-03-10,AMZN,,filled,,AMZN,drawdown,0.2173622311569574,dd_calendar_1y
1287,2026-03-10,APLD,,filled,,APLD,volatility,0.07967208805113535,vol_1y
1287,2026-03-10,APLD,,filled,,APLD,drawdown,0.5694618077893829,dd_calendar_1y
1288,2026-03-10,ASM.TO,,filled,,ASM.TO,volatility,0.052634592941874885,vol_1y
1288,2026-03-10,ASM.TO,,filled,,ASM.TO,drawdown,0.3621444524381038,dd_calendar_1y
1289,2026-03-10,ASML,,filled,,ASML,volatility,0.02580429663462549,vol_1y
1289,2026-03-10,ASML,,filled,,ASML,drawdown,0.1898735858612014,dd_calendar_1y
1290,2026-03-10,ASTS,,filled,,ASTS,volatility,0.06275331699096931,vol_1y
1290,2026-03-10,ASTS,,filled,,ASTS,drawdown,0.4701640770258677,dd_calendar_1y
1291,2026-03-10,ASX,,filled,,ASX,volatility,0.026761305379101836,vol_1y
1291,2026-03-10,ASX,,filled,,ASX,drawdown,0.2489878409613705,dd_calendar_1y
1292,2026-03-10,AUTO.OL,,filled,,AUTO.OL,volatility,0.04449017758072494,vol_1y
1292,2026-03-10,AUTO.OL,,filled,,AUTO.OL,drawdown,0.5818345194943639,dd_calendar_1y
1293,2026-03-10,BAYN.DE,,filled,,BAYN.DE,volatility,0.025950520512598378,vol_1y
1293,2026-03-10,BAYN.DE,,filled,,BAYN.DE,drawdown,0.2620906785863757,dd_calendar_1y
1294,2026-03-10,BIDU,,filled,,BIDU,volatility,0.030443145511065996,vol_1y
1294,2026-03-10,BIDU,,filled,,BIDU,drawdown,0.27436624904667783,dd_calendar_1y
1295,2026-03-10,BLK,,filled,,BLK,volatility,0.018072498984742117,vol_1y
1295,2026-03-10,BLK,,filled,,BLK,drawdown,0.19719460510392062,dd_calendar_1y
1296,2026-03-10,BTO.TO,,filled,,BTO.TO,volatility,0.032586968855293566,vol_1y
1296,2026-03-10,BTO.TO,,filled,,BTO.TO,drawdown,0.3557691276494651,dd_calendar_1y
1297,2026-03-10,CCJ,,filled,,CCJ,volatility,0.033795707565162585,vol_1y
1297,2026-03-10,CCJ,,filled,,CCJ,drawdown,0.25694508746340994,dd_calendar_1y
1298,2026-03-10,CDNL,,filled,,CDNL,volatility,0.05748273567253975,vol_1y
1298,2026-03-10,CDNL,,filled,,CDNL,drawdown,0.2569982809417143,dd_calendar_1y
1299,2026-03-10,CGNX,,filled,,CGNX,volatility,0.03793823641984041,vol_1y
1299,2026-03-10,CGNX,,filled,,CGNX,drawdown,0.30826386770714087,dd_calendar_1y
1300,2026-03-10,CME,,filled,,CME,volatility,0.012044433059511729,vol_1y
1300,2026-03-10,CME,,filled,,CME,drawdown,0.10130765429837496,dd_calendar_1y
1301,2026-03-10,CNC,,filled,,CNC,volatility,0.03901920413171806,vol_1y
1301,2026-03-10,CNC,,filled,,CNC,drawdown,0.6078706062300907,dd_calendar_1y
1302,2026-03-10,COIN,,filled,,COIN,volatility,0.04746447600674159,vol_1y
1302,2026-03-10,COIN,,filled,,COIN,drawdown,0.6638953815137105,dd_calendar_1y
1303,2026-03-10,CPB,,filled,,CPB,volatility,0.017840852978948895,vol_1y
1303,2026-03-10,CPB,,filled,,CPB,drawdown,0.38317098907153646,dd_calendar_1y
1310,2026-03-10,CSTM,,filled,,CSTM,volatility,0.031202803118031763,vol_1y
1310,2026-03-10,CSTM,,filled,,CSTM,drawdown,0.37245317669136113,dd_calendar_1y
1311,2026-03-10,CVX,,filled,,CVX,volatility,0.015679712112026664,vol_1y
1311,2026-03-10,CVX,,filled,,CVX,drawdown,0.20639729916472582,dd_calendar_1y
1312,2026-03-10,DB1.DE,,filled,,DB1.DE,volatility,0.015300238759940682,vol_1y
1312,2026-03-10,DB1.DE,,filled,,DB1.DE,drawdown,0.2961453914619113,dd_calendar_1y
1313,2026-03-10,DSV.TO,,filled,,DSV.TO,volatility,0.04892821625080343,vol_1y
1313,2026-03-10,DSV.TO,,filled,,DSV.TO,drawdown,0.24299069661166095,dd_calendar_1y
1315,2026-03-10,DVLT,,filled,,DVLT,volatility,0.12924167106012593,vol_1y
1315,2026-03-10,DVLT,,filled,,DVLT,drawdown,0.8479532253431973,dd_calendar_1y
1316,2026-03-10,EDR.TO,,filled,,EDR.TO,volatility,0.04939180892061977,vol_1y
1316,2026-03-10,EDR.TO,,filled,,EDR.TO,drawdown,0.3673758982292906,dd_calendar_1y
1317,2026-03-10,ENR.DE,,filled,,ENR.DE,volatility,0.02985602508112375,vol_1y
1317,2026-03-10,ENR.DE,,filled,,ENR.DE,drawdown,0.2287166213666455,dd_calendar_1y
1318,2026-03-10,EQX.TO,,filled,,EQX.TO,volatility,0.0342949217219353,vol_1y
1318,2026-03-10,EQX.TO,,filled,,EQX.TO,drawdown,0.23198418130153087,dd_calendar_1y
1319,2026-03-10,ETN,,filled,,ETN,volatility,0.021657130725580884,vol_1y
1319,2026-03-10,ETN,,filled,,ETN,drawdown,0.1913274924389885,dd_calendar_1y
1320,2026-03-10,FANUY,,filled,,FANUY,volatility,0.02534928903132476,vol_1y
1320,2026-03-10,FANUY,,filled,,FANUY,drawdown,0.25524927223823557,dd_calendar_1y
1321,2026-03-10,FCX,,filled,,FCX,volatility,0.03145092336685185,vol_1y
1321,2026-03-10,FCX,,filled,,FCX,drawdown,0.3222506333786649,dd_calendar_1y
1322,2026-03-10,FIGR,,filled,,FIGR,volatility,0.07403890354463015,vol_1y
1322,2026-03-10,FIGR,,filled,,FIGR,drawdown,0.6579623943435748,dd_calendar_1y
1323,2026-03-10,FLNC,,filled,,FLNC,volatility,0.06921589411591293,vol_1y
1323,2026-03-10,FLNC,,filled,,FLNC,drawdown,0.5414210380734725,dd_calendar_1y
1324,2026-03-10,FME.DE,,filled,,FME.DE,volatility,0.017928490767754556,vol_1y
1324,2026-03-10,FME.DE,,filled,,FME.DE,drawdown,0.3144054786149312,dd_calendar_1y
1325,2026-03-10,FRES.L,,filled,,FRES.L,volatility,0.0325437650271175,vol_1y
1325,2026-03-10,FRES.L,,filled,,FRES.L,drawdown,0.21133091866164055,dd_calendar_1y
1326,2026-03-10,FSLR,,filled,,FSLR,volatility,0.04011957306668205,vol_1y
1326,2026-03-10,FSLR,,filled,,FSLR,drawdown,0.33514877842290636,dd_calendar_1y
1327,2026-03-10,GMED,,filled,,GMED,volatility,0.03381607417960882,vol_1y
1327,2026-03-10,GMED,,filled,,GMED,drawdown,0.32285004241816073,dd_calendar_1y
1328,2026-03-10,GOOGL,,filled,,GOOGL,volatility,0.01927576941207319,vol_1y
1328,2026-03-10,GOOGL,,filled,,GOOGL,drawdown,0.15161825714952148,dd_calendar_1y
1329,2026-03-10,GOT.V,,filled,,GOT.V,volatility,0.04281453786971956,vol_1y
1329,2026-03-10,GOT.V,,filled,,GOT.V,drawdown,0.4340176249357022,dd_calendar_1y
1330,2026-03-10,HL,,filled,,HL,volatility,0.04552661579365478,vol_1y
1330,2026-03-10,HL,,filled,,HL,drawdown,0.35900665777219776,dd_calendar_1y
1331,2026-03-10,HMY,,filled,,HMY,volatility,0.04025862370662228,vol_1y
1331,2026-03-10,HMY,,filled,,HMY,drawdown,0.3063927289635353,dd_calendar_1y
1332,2026-03-10,ICE,,filled,,ICE,volatility,0.01384113040781595,vol_1y
1332,2026-03-10,ICE,,filled,,ICE,drawdown,0.2252752127988118,dd_calendar_1y
1333,2026-03-10,IFX.DE,,filled,,IFX.DE,volatility,0.024319315222355177,vol_1y
1333,2026-03-10,IFX.DE,,filled,,IFX.DE,drawdown,0.3114128025647446,dd_calendar_1y
1334,2026-03-10,INCY,,filled,,INCY,volatility,0.022089484440462943,vol_1y
1334,2026-03-10,INCY,,filled,,INCY,drawdown,0.2243778954132567,dd_calendar_1y
1335,2026-03-10,INGR,,filled,,INGR,volatility,0.011804286877725003,vol_1y
1335,2026-03-10,INGR,,filled,,INGR,drawdown,0.23938922980069932,dd_calendar_1y
1336,2026-03-10,ISRG,,filled,,ISRG,volatility,0.02157164758117863,vol_1y
1336,2026-03-10,ISRG,,filled,,ISRG,drawdown,0.24092660973833957,dd_calendar_1y
1337,2026-03-10,JD,,filled,,JD,volatility,0.021666651678778986,vol_1y
1337,2026-03-10,JD,,filled,,JD,drawdown,0.42161424063580555,dd_calendar_1y
1338,2026-03-10,JNJ,,filled,,JNJ,volatility,0.012053208348471437,vol_1y
1338,2026-03-10,JNJ,,filled,,JNJ,drawdown,0.1272511479647057,dd_calendar_1y
1339,2026-03-10,KEP,,filled,,KEP,volatility,0.032941398232427546,vol_1y
1339,2026-03-10,KEP,,filled,,KEP,drawdown,0.2979363816415974,dd_calendar_1y
1340,2026-03-10,KLAC,,filled,,KLAC,volatility,0.03064876221834137,vol_1y
1340,2026-03-10,KLAC,,filled,,KLAC,drawdown,0.2240680946660657,dd_calendar_1y
